category,subcategory,name,current_price,raw_price,currency,discount,likes_count,is_new,brand,codCountry,variation_0_color,variation_1_color,id,model,total_prices
kids,Tops & T-shirt,Hauts décontractés à imprimé camouflage pour garçon pour 2-8 ans,17.99,35.98,USD,50,1,False,,"ID,MY,PH,SG,TH,VN",vert,,1707429,SKUF64851,17.99
kids,Robes,Robe en tulle imprimé bébé à rayures pour 3-18M,17.99,35.98,USD,50,2,False,,"ID,MY,PH,SG,TH,VN",Pink,,1708269,SKUF64515,35.98
kids,Vêtements de nuit,Pyjama de dessin animé pour fille pour 6-12 ans,20.99,41.98,USD,50,1,False,,"ID,MY,PH,SG,TH,VN",White,,1708274,SKUF64464,20.99
kids,Costumes pour bébé,Ensemble d'impression de lettre tournesol bébé pour 6-24M,18.49,36.98,USD,50,17,False,,"ID,MY,PH,SG,TH,VN",Yellow,,1674345,SKUF10460,314.33
kids,Pyjamas,Pyjama de dessin animé pour garçon,15.49,30.98,USD,50,8,False,,"ID,MY,PH,SG,TH,VN",As Picture,,1674608,SKUF06614,123.92
kids,Costume & Jupe-culotte,"Tops + bretelles pour fille, ensemble 1-5 ans",22.99,45.98,USD,50,11,False,,"ID,MY,PH,SG,TH,VN",#01,#02,1680778,SKUF23440,252.89
kids,Pantalons,Pantalon à imprimé dinosaure pour garçon 2-10 ans,10.99,21.98,USD,50,1,False,,"ID,MY,PH,SG,TH,VN",Gray,Khaki,1716457,SKUF80863,10.99
kids,Chaussures pour fille,Chaussures de princesse de fleurs de couleur unie filles,35.11,65.79,USD,47,90,False,,"ID,MY,PH,SG,TH,VN",blanc,rouge,1459989,SKUB87629,3159.9
kids,Salopettes & Combinaisons,Barboteuses bébé Striepd pour 0-12M,11.02,27.77,USD,60,11,False,,"ID,MY,PH,SG,TH,VN",Red,,1649575,SKUE72903,121.22
kids,Vêtements d'extérieur & Manteaux,Manteau chaud en molleton pour enfant de 0 à 24 mois,24.99,41.99,USD,41,45,False,,"ID,MY,PH,SG,TH,VN",blanc,Marine,1379189,SKUA63188,1124.55
kids,Tops,T-shirt fille imprimé licorne pour 3-11 ans,12.53,31.56,USD,60,14,False,,"ID,MY,PH,SG,TH,VN",Pink,Yellow,1667037,SKUE88973,175.42
kids,Robes,Robe à rayures pour fille Sea Horse pour 2-8 ans,19.05,47.99,USD,60,9,False,,"ID,MY,PH,SG,TH,VN",Blue,,1661429,SKUE74159,171.45000000000002
kids,Coutumes & Co-ords,3pcs garçons ensembles formels pour 3Y-11Y,41.99,71.99,USD,42,199,False,,"ID,MY,PH,SG,TH,VN",Noir,rouge,1340423,SKUA07944,8356.01
kids,Pantalons & Capris,Pantalons de femme enceinte lâche jeans,36.1,90.95,USD,60,62,False,,"ID,MY,PH,SG,TH,VN",Bleu,,1378045,SKUA65841,2238.2000000000003
kids,Costume & Jupe-culotte,Ensemble d'épaules à imprimé poisson pour fille pour 1-7 ans,17.54,34.98,USD,50,10,False,,"ID,MY,PH,SG,TH,VN",Blue,,1669108,SKUE76923,175.39999999999998
kids,Chaussures pour garçon,Sneakers de randonnée unisexes en maille respirante pour enfant,28.41,45.13,USD,37,205,False,,"ID,MY,PH,SG,TH,VN",Noir,Bleu,1160541,SKU678562,5824.05
kids,Robes,Robe de filles patchwork de fleurs 4Y-15Y,29.99,49.99,USD,40,180,False,,"ID,MY,PH,SG,TH,VN",Rose,Gris,1346392,SKUA22707,5398.2
kids,Costume & Jupe-culotte,Cartoon 2 PCS Kids Set pour 1Y-5Y,29.99,58.99,USD,49,94,False,Kidsform,"ID,MY,PH,SG,TH,VN",marron,gris,1355202,SKU766034,2819.06
kids,Pantalons & Capris,Short de maternité en denim effet vieilli,31.99,63.98,USD,50,4,False,,"ID,MY,PH,SG,TH,VN",Blue,,1676217,SKUF16223,127.96
kids,Tops & Tees,Hauts de maternité à manches courtes,19.99,39.98,USD,50,8,False,,"ID,MY,PH,SG,TH,VN",White,,1680336,SKUF17671,159.92
kids,Coutumes & Co-ords,Ensemble jarretelles garçons 2Y-9Y,31.08,78.32,USD,60,181,False,,"ID,MY,PH,SG,TH,VN",Noir,,1311905,SKU973973,5625.48
kids,Chaussures pour enfant,Bottes de neige chaudes et imperméables pour garçons,44.4,70.41,USD,37,55,False,,"ID,MY,PH,SG,TH,VN",rouge,Noir,1369155,SKUA60314,2442.0
kids,Sous-vêtements de maintien de grossesse,Ventre Respirant Bande Pour La Grossesse,15.3,38.54,USD,60,21,False,,"ID,MY,PH,SG,TH,VN",,,1532976,SKUC92275,321.3
kids,Chaussures pour fille,Chaussures plates à fleurs et dentelle pour filles,19.25,37.5,USD,49,231,False,,"ID,MY,PH,SG,TH,VN",Rose,blanc,1417079,SKUB24717,4446.75
kids,Chaussures pour fille,Filles fleurs décor de bonbons sandales de couleur,23.78,42.57,USD,44,83,False,,"ID,MY,PH,SG,TH,VN",Rose,Violet,1442453,SKUB56269,1973.74
kids,Pyjamas,Costume de pyjama d'allaitement de maternité,31.08,78.32,USD,60,23,False,,,Dark Blue,Black,1596908,SKUD93931,714.8399999999999
kids,Costumes pour bébé,Costume petit gentleman pour garçon de 0-24 mois,32.09,80.84,USD,60,213,False,,"ID,MY,PH,SG,TH,VN",gris,Rose,1322522,SKU982662,6835.170000000001
kids,Tops & T-shirt,Hauts et tee-shirts pour garçons de couleur unie,19.05,47.99,USD,60,31,False,,"ID,MY,PH,SG,TH,VN",blanc,rouge,1311605,SKU973845,590.5500000000001
kids,Robes,Fadish Flower Girl Princess Dress Pour 3Y-13Y,35.09,88.42,USD,60,268,False,,"ID,MY,PH,SG,TH,VN",blanc bleu,,1312519,SKU978515,9404.12
kids,Blousons & Vestes,Cape en peluche à demi-manches pour fille de 2-11 ans,32.99,54.99,USD,40,62,False,,"ID,MY,PH,SG,TH,VN",Bleu,Beige,1361757,SKUA45965,2045.38
kids,Bas,Sarouel pour enfants animaux pour 6-36 mois,26.07,65.68,USD,60,80,False,,"ID,MY,PH,SG,TH,VN",Jaune,gris,1363585,SKUA46343,2085.6
kids,Costumes pour bébé,2pcs camouflage garçons set pour 6-36m,23.99,39.99,USD,40,117,False,,"ID,MY,PH,SG,TH,VN",Violet,,1375860,SKUA62363,2806.83
kids,Chaussures pour fille,Chaussures plates Bande élastiques pour filles,23.78,42.92,USD,45,122,False,,"ID,MY,PH,SG,TH,VN",rouge,Noir,1441052,SKUB57380,2901.1600000000003
kids,Chaussures pour garçon,Sandales confortables à bout ouvert sur la plage pour garçons,21.52,38.07,USD,44,41,False,,"ID,MY,PH,SG,TH,VN",Jaune,rouge,1449421,SKUB67857,882.3199999999999
kids,Tops & Tees,Soft Tops d'allaitement pour maternité Modal,22.06,55.57,USD,60,92,False,,"ID,MY,PH,SG,TH,VN",Bleu,Violet,1348577,SKUA31553,2029.52
kids,Vêtements de nuit,Soft Vêtements de nuit confortables pour filles de 3 à 13 ans,26.99,45.99,USD,41,163,False,,"ID,MY,PH,SG,TH,VN",Rose,,1349080,SKUA07815,4399.37
kids,Vêtements de nuit,2pcs pyjamas du père noël pour 1Y-7Y,26.07,65.68,USD,60,102,False,,"ID,MY,PH,SG,TH,VN",vert,,1351644,SKUA29754,2659.14
kids,Robes,Robe fantaisie broderie papillon pour 4-13 ans,41.11,103.59,USD,60,103,False,,"ID,MY,PH,SG,TH,VN",Rose,Bleu,1401316,SKUA99852,4234.33
kids,Costumes pour bébé,Ensemble de barboteuse 4Pcs Baby Girls pour 0-24M,26.07,65.68,USD,60,127,False,,"ID,MY,PH,SG,TH,VN",Blanc,,1380328,SKUA70308,3310.89
kids,Brassières de grossesse,Brassières d'allaitement sans fil à imprimé floral,14.03,35.35,USD,60,59,False,,"ID,MY,PH,SG,TH,VN",Beige,Rose,1380333,SKUA40690,827.77
kids,Robes,Robe formelle de filles de fleur de dentelle pour 4-15 ans,42.99,73.99,USD,42,68,False,,"ID,MY,PH,SG,TH,VN",rouge,vert,1384227,SKUA74690,2923.32
kids,Chaussures pour fille,Filles Square Décor Elegant Mary Jane,26.51,45.31,USD,42,86,False,,"ID,MY,PH,SG,TH,VN",blanc,rouge,1420950,SKUB23330,2279.86
kids,Robes,Robe fleurie en lapin pour fille de 1 à 5 ans,19.05,47.99,USD,60,12,False,,"ID,MY,PH,SG,TH,VN",White,,1652807,SKUE75865,228.60000000000002
kids,Robes,Robe à bretelles à volants pour fille pour 1-7 ans,17.04,42.94,USD,60,13,False,,"ID,MY,PH,SG,TH,VN",Pink,,1658067,SKUE77875,221.51999999999998
kids,Brassières de grossesse,Soft Soutien-gorge d'allaitement T-shirt de maternité en coton,17.04,42.94,USD,60,54,False,,"ID,MY,PH,SG,TH,VN",Yellow,Nude,1583628,SKUD61706,920.16
kids,Costume & Jupe-culotte,Ensemble décontracté pour filles 1-7 ans,23.06,58.1,USD,60,68,False,,"ID,MY,PH,SG,TH,VN",Grey,Pink,1586776,SKUD80419,1568.08
kids,Brassières de grossesse,Soutien-gorge d'allaitement de maternité Soft ,15.03,37.88,USD,60,28,False,,"ID,MY,PH,SG,TH,VN",Apricot,Grey,1590141,SKUD75855,420.84
kids,Brassières de grossesse,Soutien-gorge d'allaitement en dentelle,23.06,58.1,USD,60,129,False,,"ID,MY,PH,SG,TH,VN",Black,Gray,1575724,SKUD48098,2974.74
kids,Salopettes & Combinaisons,Bébé barboteuses de Noël pour 0-24M,12.99,24.99,USD,48,13,False,,"ID,MY,PH,SG,TH,VN",Grey,,1602200,SKUE06514,168.87
kids,Costumes pour bébé,Baby Panda Print Set For 0-24M,23.06,58.1,USD,60,21,False,,"ID,MY,PH,SG,TH,VN",Yellow,,1602235,SKUE08189,484.26
kids,Robes,Robe d'allaitement décontractée fleur de maternité,28.07,70.73,USD,60,41,False,,"ID,MY,PH,SG,TH,VN",White,Red,1616543,SKUD92488,1150.8700000000001
kids,Salopettes & Combinaisons,Barboteuses d'impression de bande dessinée de bébé pour 0-18M,19.05,47.99,USD,60,16,False,,"ID,MY,PH,SG,TH,VN",Orange,,1616544,SKUE22767,304.8
kids,Blousons & Vestes,Manteau bébé col en fourrure pour 0-24M,25.99,50.99,USD,49,10,False,,"ID,MY,PH,SG,TH,VN",White,,1619245,SKUE18322,259.9
kids,Robes,Big Bowknot Girl Déguisement Pour 3Y-11Y,37.1,93.48,USD,60,351,False,,"ID,MY,PH,SG,TH,VN",Champagne,,1265846,SKU884257,13022.1
kids,Chaussettes,Chaussettes Bébé Style Mignon Coton Pour 0-36M,9.02,22.72,USD,60,323,False,,"ID,MY,PH,SG,TH,VN",blanc,Jaune,1269649,SKU890669,2913.46
kids,Salopettes & Combinaisons,Combinaisons bébé nouveau-né pour 0-36M,23.06,58.1,USD,60,85,False,,"ID,MY,PH,SG,TH,VN",Jaune,,1274614,SKU903992,1960.1
kids,Robes,Lapin Patch bébé filles robe en tulle pour 0-24M,28.07,70.73,USD,60,145,False,,"ID,MY,PH,SG,TH,VN",Jaune,vert,1275167,SKU897380,4070.15
kids,Pantalons,Sarouel Souriant Garçon Fille Fille,17.04,42.94,USD,60,78,False,,"ID,MY,PH,SG,TH,VN",gris,Marine,1278415,SKU847216,1329.12
kids,Maillots de bain,Maillot de bain taille haute sirène fille,20.05,50.52,USD,60,122,False,,"ID,MY,PH,SG,TH,VN",vert,,1283921,SKU906330,2446.1
kids,Sets de coutumes,Combinaison d'été pour femmes enceintes,41.99,78.99,USD,47,81,False,,"ID,MY,PH,SG,TH,VN",1,2,1285433,SKU926967,3401.19
kids,Robes,Robes Denim Filles Imprimé Floral,22.06,55.57,USD,60,77,False,,"ID,MY,PH,SG,TH,VN",Bleu,,1297701,SKU944053,1698.62
kids,Costume & Jupe-culotte,Ensemble Manteau de Pluie et Pantalon à Imprimé Dinosaure pour Enfant,66.19,166.76,USD,60,90,False,,"ID,MY,PH,SG,TH,VN",Bleu,blanc,1244181,SKU847517,5957.099999999999
kids,Robes,Robe de soirée fleurie pour fille enfant 3Y-13Y,30.08,53.99,USD,44,436,False,,"ID,MY,PH,SG,TH,VN",blanc,,1142595,SKU629883,13114.88
kids,Flats & Loafers,Mocassins en cuir avec nœud en dentelle pour fille,22.63,50.99,USD,56,4,False,,"ID,MY,PH,SG,TH,VN",Black,Brown,1707063,SKUF56769,90.52
kids,Costumes pour bébé,Baby Heart Love Dot Print Set pour 3-24M,18.55,46.73,USD,60,26,False,,"ID,MY,PH,SG,TH,VN",Red,,1660928,SKUE78871,482.3
kids,Salopettes & Combinaisons,Barboteuses à imprimé floral pour bébé 6-24 mois,13.03,32.83,USD,60,4,False,,"ID,MY,PH,SG,TH,VN",Blue,,1660937,SKUE76854,52.12
kids,Tops & Tees,Débardeur d'allaitement de maternité à fleurs,19.55,38.98,USD,50,16,False,,"ID,MY,PH,SG,TH,VN",White,Red,1662028,SKUE85668,312.8
kids,Pyjamas,Pyjama à carreaux imprimé garçon pour 1-5 ans,13.49,26.98,USD,50,11,False,,"ID,MY,PH,SG,TH,VN",As Picture,,1674241,SKUF10903,148.39000000000001
kids,Tops & Tees,Hauts d'allaitement de maternité à boutons sur le devant,26.99,53.98,USD,50,19,False,,"ID,MY,PH,SG,TH,VN",Pink,Sky Blue,1675667,SKUF14316,512.81
kids,Costume & Jupe-culotte,Hauts et shorts à imprimé floral pour fille 1-5 ans,18.99,37.98,USD,50,7,False,,"ID,MY,PH,SG,TH,VN",Green,,1681935,SKUE75861,132.92999999999998
kids,Tops,T-shirt fille en coton imprimé licorne pour 1-7 ans,14.99,29.98,USD,50,4,False,,"ID,MY,PH,SG,TH,VN",Pink,,1689279,SKUF37669,59.96
kids,Costume & Jupe-culotte,Ensemble d'impression rayé Colorful pour enfants de 2 à 8 ans,18.99,37.98,USD,50,3,False,,"ID,MY,PH,SG,TH,VN",As Picture,,1692937,SKUF28366,56.97
kids,Robes,Robe princesse rayée pour fille de 3-14 ans,34.09,85.9,USD,60,376,False,,"ID,MY,PH,SG,TH,VN",rouge,vert,1279928,SKU919207,12817.840000000002
kids,Robes,Girl's Sleeveless Rainbow Princess Dress For 2-8Y,21.99,43.98,USD,50,10,False,,"ID,MY,PH,SG,TH,VN",Black,Light Blue,1678256,SKUF13871,219.89999999999998
kids,Salopettes & Combinaisons,Barboteuses à col à volants pour bébé pour 3 à 18 mois,17.99,35.98,USD,50,1,False,,"ID,MY,PH,SG,TH,VN",Pink,Yellow,1716481,SKUF80552,17.99
kids,Vêtements de nuit,Cartoon Girls Pyjama Set Pour 2Y-7Y,23.06,58.1,USD,60,106,False,Kidsform,"ID,MY,PH,SG,TH,VN",blanc,Rose,1360677,SKU860489,2444.3599999999997
kids,Robes,Manches courtes filles occasionnels robes,32.88,82.84,USD,60,167,False,,"ID,MY,PH,SG,TH,VN",Rose,,1242732,SKU823947,5490.96
kids,Coutumes & Co-ords,"Ensembles de pantalons à carreaux à carreaux pour garçons, 1 à 4 ans",36.1,90.95,USD,60,133,False,,"ID,MY,PH,SG,TH,VN",rouge,vert,1328359,SKU892841,4801.3
kids,Vêtements de nuit,Combinaison polaire enfant en bas âge pour 1Y-6Y,35.09,88.42,USD,60,96,False,,"ID,MY,PH,SG,TH,VN",marron,Bleu profond,1364373,SKUA51287,3368.6400000000003
kids,Brassières de grossesse,Soutien-gorge d'allaitement maternel sans fil,17.04,42.94,USD,60,151,False,,"ID,MY,PH,SG,TH,VN",Noir,rouge,1438193,SKUB31218,2573.04
kids,Tops & Tees,Haut d'allaitement rayé à imprimé floral,20.05,50.52,USD,60,8,False,,"ID,MY,PH,SG,TH,VN",Black,Pink,1659514,SKUE85938,160.4
kids,Robes,Robes de douche de bébé pour 6-24 mois,37.1,93.48,USD,60,80,False,,"ID,MY,PH,SG,TH,VN",blanc,Champagne,1377238,SKUA58723,2968.0
kids,Robes,Robe de douche fleurie pour bébé 0-24 mois,37.1,93.48,USD,60,73,False,,"ID,MY,PH,SG,TH,VN",Rose,rouge,1400287,SKUA96451,2708.3
kids,Chaussures pour fille,Chaussures plates confortables avec perles pour filles,20.39,37.31,USD,45,80,False,,"ID,MY,PH,SG,TH,VN",blanc,Rose,1448492,SKUB66642,1631.2
kids,Salopettes & Combinaisons,2PCs bébé barboteuses en dentelle à carreaux pour 0-24M,18.99,37.99,USD,50,35,False,,"ID,MY,PH,SG,TH,VN",Red,,1609720,SKUE17667,664.65
kids,Blousons & Vestes,Manteau mignon de filles de bowknot pour 1Y-5Y,22.99,37.99,USD,40,37,False,,"ID,MY,PH,SG,TH,VN",Gris,Rose,1354993,SKUA38901,850.63
kids,Costumes pour bébé,3Pcs Christmas Girls Set pour 0-36M,22.99,39.99,USD,43,77,False,,"ID,MY,PH,SG,TH,VN",rouge,,1377796,SKUA62353,1770.2299999999998
kids,Chaussures pour fille,Shining Girls Star Pendant Chaussures de danse,37.04,66.04,USD,44,226,False,,"ID,MY,PH,SG,TH,VN",Rose,argent,1438980,SKUB57672,8371.039999999999
kids,Chapeaux,Enfants filles été pliable noeud papillon vide haut chapeaux visière chapeau large pare-soleil crème solaire,10.99,16.99,USD,35,88,False,,"ID,MY,PH,SG,TH,VN",Noir,blanc,1153205,SKU641459,967.12
kids,Vêtements d'extérieur & Manteaux,Bébé Panda Pull en cachemire pour 0-24M,23.99,46.99,USD,49,11,False,,,Grey,Pink,1599654,SKUD99370,263.89
kids,Costume & Jupe-culotte,3pcs filles pantalon ensemble bandeau pour 1Y-9Y,26.55,66.89,USD,60,360,False,,"ID,MY,PH,SG,TH,VN",Jaune,,1313688,SKU979067,9558.0
kids,Costumes pour bébé,Ensemble de vêtements pour bébés animaux pour 0-36M,25.06,63.15,USD,60,53,False,,"ID,MY,PH,SG,TH,VN",Rose,,1330908,SKU957850,1328.1799999999998
kids,Salopettes & Combinaisons,Barboteuse Bébé Motif Animal Pour 0-24M,22.06,55.57,USD,60,113,False,,"ID,MY,PH,SG,TH,VN",Bleu,gris,1332818,SKU892266,2492.7799999999997
kids,Costume & Jupe-culotte,Ensembles de jupes filles de lapin 1Y-7Y,29.08,73.26,USD,60,155,False,,"ID,MY,PH,SG,TH,VN",Rose,,1336348,SKUA16221,4507.4
kids,Costumes pour bébé,2pcs garçons imprimés à capuche ensemble pour 0-24 m,22.06,55.57,USD,60,123,False,,"ID,MY,PH,SG,TH,VN",Noir,,1337282,SKUA16366,2713.3799999999997
kids,Robes,Robe de princesse filles lapin 1Y-7Y,25.06,63.15,USD,60,57,False,,"ID,MY,PH,SG,TH,VN",Rose,,1301571,SKU945901,1428.4199999999998
kids,Robes,Coccinelle Imprimer Toddlers Robes Florales,21.99,38.99,USD,44,47,False,,"ID,MY,PH,SG,TH,VN",blanc,,1305466,SKU945773,1033.53
kids,Lunettes de soleil,Lunettes de soleil souples pour enfants UV400,14.07,35.46,USD,60,41,False,,"ID,MY,PH,SG,TH,VN",blanc,Violet,1309934,SKU955092,576.87
kids,Tops & T-shirt,T-shirts Graphiques Enfants Garçons Imprimés,18.99,30.99,USD,39,53,False,,"ID,MY,PH,SG,TH,VN",Jaune,gris,1311907,SKU973855,1006.4699999999999
kids,Costume & Jupe-culotte,Ensemble de vêtements pour filles à imprimé plumes,22.99,37.99,USD,40,46,False,,"ID,MY,PH,SG,TH,VN",vert,,1313690,SKU978300,1057.54
kids,Robes,Robe formelle de perles pour 3Y-13Y,45.12,113.7,USD,60,106,False,,"ID,MY,PH,SG,TH,VN",blanc,Rose,1372119,SKUA58518,4782.719999999999
kids,Robes,Christmas Girls Casual Dress Pour 2Y-9Y,20.05,32.99,USD,39,18,False,,"ID,MY,PH,SG,TH,VN",rouge,,1377798,SKUA67208,360.90000000000003
kids,Chaussures pour fille,Filles belles fleurs sweet mary jane,16.1,32.81,USD,51,112,False,,"ID,MY,PH,SG,TH,VN",blanc,Rose,1442872,SKUB55702,1803.2000000000003
kids,Chaussures pour fille,Filles habillées chaussures strass princesse,34.36,62.02,USD,45,85,False,,"ID,MY,PH,SG,TH,VN",Rose,argent,1457607,SKUB81653,2920.6
kids,Costume & Jupe-culotte,"Ensemble de pantalons pour filles ravissantes, 1Y-7Y",28.99,48.99,USD,41,26,False,,"ID,MY,PH,SG,TH,VN",blanc,,1340018,SKUA19068,753.74
kids,Robes,Robe de demoiselle d'honneur pour filles de 3 à 9 ans,37.99,62.99,USD,40,35,False,,"ID,MY,PH,SG,TH,VN",blanc,Rose,1351647,SKUA29973,1329.65
kids,Salopettes & Combinaisons,Barboteuse bébé oreille mignonne pour 3-18M,21.99,43.99,USD,50,50,False,Kidsform,"ID,MY,PH,SG,TH,VN",Jaune,Beige,1352999,SKU720622,1099.5
kids,Vêtements de nuit,Ensembles de pyjamas pour enfants 2pcs pour 1Y-5Y,17.99,34.99,USD,49,50,False,Kidsform,"ID,MY,PH,SG,TH,VN",vert,,1354282,SKU769273,899.4999999999999
kids,Robes,Robe de filles avec cape pour 3Y-11Y,34.99,59.99,USD,42,44,False,,"ID,MY,PH,SG,TH,VN",rouge,,1356817,SKUA43697,1539.5600000000002
kids,Costumes pour bébé,4Pcs Girls Romper Pants Set For 0-24 mois,24.99,41.99,USD,41,138,False,,"ID,MY,PH,SG,TH,VN",blanc,,1403475,SKUB00487,3448.62
kids,Chaussures pour fille,Souliers Unisex Enfants Léopard,17.79,31.74,USD,44,55,False,,"ID,MY,PH,SG,TH,VN",blanc,Léopard,1410931,SKUB13598,978.4499999999999
kids,Chaussures pour fille,Bottes courtes imperméables enfants unisexes,19.77,40.9,USD,52,158,False,,"ID,MY,PH,SG,TH,VN",blanc,Vin rouge,1413124,SKUB19177,3123.66
kids,Coutumes & Co-ords,Ensembles de vêtements à imprimé animal pour 1-7Y,23.06,58.1,USD,60,60,False,,"ID,MY,PH,SG,TH,VN",rouge,Bleu clair,1419394,SKUB20841,1383.6
kids,Chaussures pour garçon,Bottes de neige Fawn Cartoon unisexe pour enfants,35.01,55.3,USD,37,68,False,,"ID,MY,PH,SG,TH,VN",Jaune,Noir,1380788,SKUA60337,2380.68
kids,Costumes pour bébé,3Pcs Christmas Girls Set pour 0-24M,23.99,39.99,USD,40,78,False,,"ID,MY,PH,SG,TH,VN",Blanc,,1382776,SKUA70281,1871.2199999999998
kids,Brassières de grossesse,Soutien-gorge d'allaitement pour le sommeil sans fil pendant la grossesse,16.99,30.99,USD,45,55,False,,"ID,MY,PH,SG,TH,VN",Gris,Crevette,1383407,SKUA59416,934.4499999999999
kids,Robes,Robe de princesse en dentelle avec fleurs pour 2-9 ans,45.12,113.7,USD,60,27,False,,"ID,MY,PH,SG,TH,VN",rouge,Crevette,1384935,SKUA73787,1218.24
kids,Costumes pour bébé,Ensemble de vêtements pour enfants à rayures de 0 à 3 ans,24.99,41.99,USD,41,56,False,,"ID,MY,PH,SG,TH,VN",Bleu,Rose,1387396,SKUA73904,1399.4399999999998
kids,Chaussures pour fille,Chaussures plates à sequins Bling pour filles,21.33,37.5,USD,43,133,False,,"ID,MY,PH,SG,TH,VN",Rose,argent,1420795,SKUB24610,2836.89
kids,Chaussures pour fille,Filles gland décorées jolies chaussures plates,17.92,32.21,USD,44,140,False,,"ID,MY,PH,SG,TH,VN",blanc,Noir,1439802,SKUB56218,2508.8
kids,Robes,Robe à bretelles bowknot pour fille de 1 à 7 ans,18.04,45.46,USD,60,24,False,,"ID,MY,PH,SG,TH,VN",Yellow,,1649581,SKUE72798,432.96
kids,Costume & Jupe-culotte,Combinaison sans manches à imprimé rétro pour fille pour 1-5 ans,18.04,45.46,USD,60,15,False,,"ID,MY,PH,SG,TH,VN",Yellow,,1652808,SKUE75874,270.59999999999997
kids,Brassières de grossesse,Soutien-gorge d'allaitement respirant ouvert sur le devant,16.04,40.41,USD,60,23,False,,"ID,MY,PH,SG,TH,VN",Black,Nude,1658078,SKUE72217,368.91999999999996
kids,Robes,Robe d'allaitement de maternité sans manches à lacets,28.07,70.73,USD,60,9,False,,"ID,MY,PH,SG,TH,VN",Gray,Black,1659670,SKUE85537,252.63
kids,Costume & Jupe-culotte,Ensemble de robe fleurie à manches volantées pour 1-7 ans,20.05,50.52,USD,60,30,False,,,Red,,1589664,SKUD86122,601.5
kids,Costume & Jupe-culotte,Costume à capuche imprimé chat pour fille pour 2-9 ans,21.05,53.04,USD,60,33,False,,"ID,MY,PH,SG,TH,VN",Grey,,1596780,SKUD91354,694.65
kids,Robes,Robe Capuche Fille Pour 6-15Y,21.05,53.04,USD,60,12,False,,,Black,,1598547,SKUD91356,252.60000000000002
kids,Pantalons & Jupes,Survêtement en velours côtelé pour tout-petit ourson pour 1-7 ans,22.06,55.57,USD,60,16,False,,,Off White,Khaki,1579477,SKUD64703,352.96
kids,Chaussettes,Chaussettes Coton Douces Style Rose Pour 0-18M,13.03,32.83,USD,60,169,False,,"ID,MY,PH,SG,TH,VN",Rose,,1269648,SKU890670,2202.0699999999997
kids,Robes,Robe de maternité à volants avec nœuds,49.14,123.8,USD,60,75,False,,"ID,MY,PH,SG,TH,VN",Rose,gris,1275168,SKU903824,3685.5
kids,Robes,Robe princesse à point polka pour fille de 6-36 mois,22.06,55.57,USD,60,249,False,,"ID,MY,PH,SG,TH,VN",gris,Noir,1246204,SKU847589,5492.94
kids,Pantalons & Jupes,Pantalon de sport d'été pour enfant pour 1-5 ans,12.03,30.3,USD,60,6,False,,"ID,MY,PH,SG,TH,VN",Yellow,,1660934,SKUE78386,72.17999999999999
kids,Pyjamas,Pyjama imprimé voiture de dessin animé pour garçon 6-11 ans,15.99,31.98,USD,50,8,False,,"ID,MY,PH,SG,TH,VN",#01,#02,1667041,SKUF01286,127.92
kids,Costume & Jupe-culotte,Ensemble imprimé + combinaison pour fille de 3 pièces pour 1-7 ans,21.99,43.98,USD,50,4,False,,"ID,MY,PH,SG,TH,VN",Yellow,,1682022,SKUE77118,87.96
kids,Costumes pour bébé,Ensemble sans manches à imprimé bébé pour 3-18M,15.99,31.98,USD,50,7,False,,"ID,MY,PH,SG,TH,VN",Blue,,1684483,SKUE78730,111.93
kids,Robes,Robe rayée à manches volantées pour fille pour 1-5 ans,19.99,39.98,USD,50,8,False,,"ID,MY,PH,SG,TH,VN",Yellow,,1690133,SKUE78715,159.92
kids,Brassières de grossesse,Soutien-gorge d'allaitement sans fil de maternité,21.99,43.98,USD,50,4,False,,"ID,MY,PH,SG,TH,VN",# 01,# 02,1678008,SKUF15771,87.96
kids,Costumes pour bébé,Ensemble sans manches bébé couleur unie pour 6-24M,18.99,37.98,USD,50,6,False,,,Off White,Pink,1679879,SKUF23410,113.94
kids,Pulls & Sweat-shirts,Sweat-shirt rayé à imprimé lettre pour garçon 2-10 ans,15.99,31.98,USD,50,0,False,,"ID,MY,PH,SG,TH,VN",Gray,Yellow,1716459,SKUF80891,0.0
kids,Pulls & Sweat-shirts,Sweats à capuche épaissis à glissière pour garçon 2-10 ans,27.99,55.98,USD,50,0,False,,"ID,MY,PH,SG,TH,VN",Army,,1716460,SKUF80910,0.0
kids,Tops,T-shirt fille à imprimé fraises pour 2-10 ans,8.99,17.98,USD,50,1,False,,"ID,MY,PH,SG,TH,VN",Pink,,1716466,SKUF80796,8.99
kids,Salopettes & Combinaisons,Barboteuses à imprimé fruits pour bébé pour 3 à 18 mois,17.99,35.98,USD,50,0,False,,"ID,MY,PH,SG,TH,VN",Red,Pink,1716480,SKUF80561,0.0
kids,Sacs à dos,Sac à dos enfant 4 couleurs sac d'école bébé sac porté épaules pour garderie,15.25,17.99,USD,15,493,False,,"ID,MY,PH,SG,TH,VN",Bleu,Violet,906302,SKU090346,7518.25
kids,Écharpes,Écharpes en tricot style Noël pour enfants,16.99,28.99,USD,41,20,False,,"ID,MY,PH,SG,TH,VN",rouge,Jaune,1360179,SKUA42856,339.79999999999995
